date,product_id,product_name,buy_price,sell_price,mid_price,spread_abs,spread_pct,quote_count,source_count,provider_count,primary_source,primary_provider,sources_active,branches_active,source_quality,unit,source_lineage,build_timestamp
2010-01-02,sjc_gold_bar,SJC gold bar,26620000.0,26700000.0,26660000.0,80000.0,0.00299625468164794,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-01-04,sjc_gold_bar,SJC gold bar,26630000.0,26700000.0,26665000.0,70000.0,0.0026217228464419477,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-05,sjc_gold_bar,SJC gold bar,26835000.0,26905000.0,26870000.0,70000.0,0.0026017468871956887,10,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 8, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-06,sjc_gold_bar,SJC gold bar,26815000.0,26885000.0,26850000.0,70000.0,0.002603682350753208,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-07,sjc_gold_bar,SJC gold bar,26970000.0,27050000.0,27010000.0,80000.0,0.0029574861367837337,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-08,sjc_gold_bar,SJC gold bar,26800000.0,26860000.0,26830000.0,60000.0,0.0022338049143708115,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-09,sjc_gold_bar,SJC gold bar,26880000.0,26950000.0,26915000.0,70000.0,0.0025974025974025974,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-11,sjc_gold_bar,SJC gold bar,27115000.0,27180000.0,27147500.0,65000.0,0.0023914643119941135,12,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 10, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-12,sjc_gold_bar,SJC gold bar,27120000.0,27190000.0,27155000.0,70000.0,0.0025744759102611253,11,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 9, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-13,sjc_gold_bar,SJC gold bar,26850000.0,26920000.0,26885000.0,70000.0,0.002600297176820208,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-14,sjc_gold_bar,SJC gold bar,26910000.0,26970000.0,26940000.0,60000.0,0.002224694104560623,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-15,sjc_gold_bar,SJC gold bar,26860000.0,26920000.0,26890000.0,60000.0,0.002228826151560178,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-16,sjc_gold_bar,SJC gold bar,26770000.0,26835000.0,26802500.0,65000.0,0.002422209800633501,4,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 2, ""webgia_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-18,sjc_gold_bar,SJC gold bar,26795000.0,26855000.0,26825000.0,60000.0,0.0022342208154905977,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-19,sjc_gold_bar,SJC gold bar,26810000.0,26870000.0,26840000.0,60000.0,0.002232973576479345,5,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 3, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-20,sjc_gold_bar,SJC gold bar,26780000.0,26840000.0,26810000.0,60000.0,0.0022354694485842027,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-21,sjc_gold_bar,SJC gold bar,26580000.0,26635000.0,26607500.0,55000.0,0.002064952130655153,10,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 8, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-22,sjc_gold_bar,SJC gold bar,26330000.0,26380000.0,26355000.0,50000.0,0.0018953752843062926,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-23,sjc_gold_bar,SJC gold bar,26355000.0,26410000.0,26382500.0,55000.0,0.0020825444907232107,4,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 2, ""webgia_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-25,sjc_gold_bar,SJC gold bar,26430000.0,26480000.0,26455000.0,50000.0,0.0018882175226586104,11,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 9, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-26,sjc_gold_bar,SJC gold bar,26450000.0,26510000.0,26480000.0,60000.0,0.002263296869105998,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-27,sjc_gold_bar,SJC gold bar,26430000.0,26480000.0,26455000.0,50000.0,0.0018882175226586104,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-28,sjc_gold_bar,SJC gold bar,26380000.0,26440000.0,26410000.0,60000.0,0.0022692889561270802,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-29,sjc_gold_bar,SJC gold bar,26375000.0,26430000.0,26402500.0,55000.0,0.0020809685962920924,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-01-30,sjc_gold_bar,SJC gold bar,26370000.0,26420000.0,26395000.0,50000.0,0.0018925056775170325,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-02-01,sjc_gold_bar,SJC gold bar,26350000.0,26410000.0,26380000.0,60000.0,0.002271866717152594,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-02,sjc_gold_bar,SJC gold bar,26390000.0,26450000.0,26420000.0,60000.0,0.002268431001890359,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-03,sjc_gold_bar,SJC gold bar,26450000.0,26505000.0,26477500.0,55000.0,0.00207508017355216,10,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 8, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-04,sjc_gold_bar,SJC gold bar,26370000.0,26430000.0,26400000.0,60000.0,0.0022701475595913734,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-05,sjc_gold_bar,SJC gold bar,25450000.0,25550000.0,25500000.0,100000.0,0.003913894324853229,27,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 25, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-06,sjc_gold_bar,SJC gold bar,25200000.0,25300000.0,25250000.0,100000.0,0.003952569169960474,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-02-08,sjc_gold_bar,SJC gold bar,25200000.0,25300000.0,25250000.0,100000.0,0.003952569169960474,11,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 9, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-09,sjc_gold_bar,SJC gold bar,25160000.0,25260000.0,25210000.0,100000.0,0.00395882818685669,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-10,sjc_gold_bar,SJC gold bar,25630000.0,25770000.0,25700000.0,140000.0,0.00543267365153279,19,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 17, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-11,sjc_gold_bar,SJC gold bar,26200000.0,26350000.0,26275000.0,150000.0,0.0056925996204933585,21,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 19, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-12,sjc_gold_bar,SJC gold bar,26320000.0,26420000.0,26370000.0,100000.0,0.003785011355034065,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-18,sjc_gold_bar,SJC gold bar,26550000.0,26650000.0,26600000.0,100000.0,0.00375234521575985,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-02-19,sjc_gold_bar,SJC gold bar,26500000.0,26600000.0,26550000.0,100000.0,0.0037593984962406013,3,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 2, ""giavang_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-02-20,sjc_gold_bar,SJC gold bar,26650000.0,26750000.0,26700000.0,100000.0,0.003738317757009346,3,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 2, ""giavang_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-02-22,sjc_gold_bar,SJC gold bar,26690000.0,26740000.0,26715000.0,50000.0,0.0018698578908002991,13,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 11, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-23,sjc_gold_bar,SJC gold bar,26555000.0,26625000.0,26590000.0,70000.0,0.002629107981220657,10,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 8, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-24,sjc_gold_bar,SJC gold bar,26450000.0,26520000.0,26485000.0,70000.0,0.0026395173453996985,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-25,sjc_gold_bar,SJC gold bar,26365000.0,26430000.0,26397500.0,65000.0,0.0024593265228906543,12,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 10, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-26,sjc_gold_bar,SJC gold bar,26400000.0,26470000.0,26435000.0,70000.0,0.0026445032111824707,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-02-27,sjc_gold_bar,SJC gold bar,26515000.0,26580000.0,26547500.0,65000.0,0.0024454477050413845,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-01,sjc_gold_bar,SJC gold bar,26550000.0,26610000.0,26580000.0,60000.0,0.002254791431792559,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-02,sjc_gold_bar,SJC gold bar,26530000.0,26590000.0,26560000.0,60000.0,0.0022564874012786762,5,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 3, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-03,sjc_gold_bar,SJC gold bar,26640000.0,26690000.0,26665000.0,50000.0,0.0018733608092918695,10,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 8, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-04,sjc_gold_bar,SJC gold bar,26680000.0,26730000.0,26705000.0,50000.0,0.0018705574261129816,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-05,sjc_gold_bar,SJC gold bar,26685000.0,26755000.0,26720000.0,70000.0,0.002616333395626986,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-08,sjc_gold_bar,SJC gold bar,26755000.0,26805000.0,26780000.0,50000.0,0.0018653236336504384,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-09,sjc_gold_bar,SJC gold bar,26670000.0,26720000.0,26695000.0,50000.0,0.0018712574850299401,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-10,sjc_gold_bar,SJC gold bar,26625000.0,26675000.0,26650000.0,50000.0,0.0018744142455482662,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-11,sjc_gold_bar,SJC gold bar,26430000.0,26490000.0,26460000.0,60000.0,0.0022650056625141564,13,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 11, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-12,sjc_gold_bar,SJC gold bar,26440000.0,26500000.0,26470000.0,60000.0,0.0022641509433962265,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-13,sjc_gold_bar,SJC gold bar,26370000.0,26445000.0,26407500.0,75000.0,0.0028360748723766306,4,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 2, ""webgia_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-15,sjc_gold_bar,SJC gold bar,26400000.0,26460000.0,26430000.0,60000.0,0.0022675736961451248,5,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 3, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-16,sjc_gold_bar,SJC gold bar,26435000.0,26495000.0,26465000.0,60000.0,0.0022645782223060956,4,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 3, ""giavang_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-03-17,sjc_gold_bar,SJC gold bar,26575000.0,26635000.0,26605000.0,60000.0,0.0022526750516238033,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-18,sjc_gold_bar,SJC gold bar,26480000.0,26550000.0,26515000.0,70000.0,0.0026365348399246705,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-19,sjc_gold_bar,SJC gold bar,26465000.0,26520000.0,26492500.0,55000.0,0.0020739064856711916,4,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 2, ""webgia_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-20,sjc_gold_bar,SJC gold bar,26340000.0,26400000.0,26370000.0,60000.0,0.0022727272727272726,5,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 3, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-22,sjc_gold_bar,SJC gold bar,26340000.0,26400000.0,26370000.0,60000.0,0.0022727272727272726,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
2010-03-23,sjc_gold_bar,SJC gold bar,26295000.0,26345000.0,26320000.0,50000.0,0.0018978933383943823,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-24,sjc_gold_bar,SJC gold bar,26140000.0,26200000.0,26170000.0,60000.0,0.0022900763358778627,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-25,sjc_gold_bar,SJC gold bar,25890000.0,25950000.0,25920000.0,60000.0,0.0023121387283236996,12,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 10, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-26,sjc_gold_bar,SJC gold bar,26015000.0,26080000.0,26047500.0,65000.0,0.002492331288343558,20,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8000000000000002,VND/luong,"{""webgia_sjc_archive"": 18, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-27,sjc_gold_bar,SJC gold bar,26270000.0,26330000.0,26300000.0,60000.0,0.002278769464489176,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-29,sjc_gold_bar,SJC gold bar,26215000.0,26275000.0,26245000.0,60000.0,0.002283539486203616,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-30,sjc_gold_bar,SJC gold bar,26190000.0,26240000.0,26215000.0,50000.0,0.0019054878048780487,7,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 5, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-03-31,sjc_gold_bar,SJC gold bar,26100000.0,26150000.0,26125000.0,50000.0,0.0019120458891013384,6,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.7999999999999999,VND/luong,"{""webgia_sjc_archive"": 4, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-04-01,sjc_gold_bar,SJC gold bar,26075000.0,26145000.0,26110000.0,70000.0,0.002677376171352075,8,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 6, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-04-02,sjc_gold_bar,SJC gold bar,26120000.0,26180000.0,26150000.0,60000.0,0.002291825821237586,9,2,2,webgia_sjc_archive,WebGia,webgia_sjc_archive;giavang_sjc_archive,Việt Nam;Hồ Chí Minh,0.8,VND/luong,"{""webgia_sjc_archive"": 7, ""giavang_sjc_archive"": 2}",2026-07-16T07:19:58.998818+00:00
2010-04-03,sjc_gold_bar,SJC gold bar,26100000.0,26160000.0,26130000.0,60000.0,0.0022935779816513763,2,2,2,webgia_sjc_archive,WebGia,giavang_sjc_archive;webgia_sjc_archive,Hồ Chí Minh;Việt Nam,0.8,VND/luong,"{""giavang_sjc_archive"": 1, ""webgia_sjc_archive"": 1}",2026-07-16T07:19:58.998818+00:00
